# tools/reflection/engine_split.py 1.0.0 -- authoritative UE 5.4.4 module name set at changelist 35576357 (++UE5+Release-5.4, research/unreal/engine-version.json), read from Engine/Source/**/*.Build.cs and Engine/Plugins/**/*.uplugin
# 1841 distinct names: 653 from Engine/Source (1:1 with 653 *.Build.cs files), 1188 distinct from Engine/Plugins (from 609 *.uplugin files' Modules[] arrays)
module_name	source_kind	evidence_file	evidence_line
DatasmithDispatcher	uplugin	Engine/Plugins/Enterprise/DatasmithCADImporter/DatasmithCADImporter.uplugin	47
DatasmithExporter	build.cs	Engine/Source/Developer/Datasmith/DatasmithExporter/DatasmithExporter.Build.cs	6
DatasmithExporterUI	build.cs	Engine/Source/Developer/Datasmith/DatasmithExporterUI/DatasmithExporterUI.Build.cs	8
DatasmithExternalSource	uplugin	Engine/Plugins/Enterprise/DatasmithImporter/DatasmithImporter.uplugin	19
DatasmithFBXTranslator	uplugin	Engine/Plugins/Enterprise/DatasmithFBXImporter/DatasmithFBXImporter.uplugin	30
DatasmithFacade	build.cs	Engine/Source/Developer/Datasmith/DatasmithFacade/DatasmithFacade.Build.cs	8
DatasmithImporter	uplugin	Engine/Plugins/Enterprise/DatasmithImporter/DatasmithImporter.uplugin	24
DatasmithInterchange	uplugin	Engine/Plugins/Experimental/Enterprise/DatasmithInterchange/DatasmithInterchange.uplugin	25
DatasmithMVRTranslator	uplugin	Engine/Plugins/VirtualProduction/DMX/DatasmithMVR/DatasmithMVR.uplugin	17
DatasmithNativeTranslator	uplugin	Engine/Plugins/Enterprise/DatasmithImporter/DatasmithImporter.uplugin	34
DatasmithOpenNurbsTranslator	uplugin	Engine/Plugins/Enterprise/DatasmithCADImporter/DatasmithCADImporter.uplugin	39
DatasmithPLMXMLTranslator	uplugin	Engine/Plugins/Enterprise/DatasmithCADImporter/DatasmithCADImporter.uplugin	157
DatasmithRuntime	uplugin	Engine/Plugins/Experimental/Enterprise/DatasmithRuntime/DatasmithRuntime.uplugin	18
DatasmithTranslator	uplugin	Engine/Plugins/Enterprise/DatasmithImporter/DatasmithImporter.uplugin	29
DatasmithVREDTranslator	uplugin	Engine/Plugins/Enterprise/DatasmithFBXImporter/DatasmithFBXImporter.uplugin	20
DatasmithWireTranslator2020	uplugin	Engine/Plugins/Enterprise/DatasmithCADImporter/DatasmithCADImporter.uplugin	74
DatasmithWireTranslator2021_3	uplugin	Engine/Plugins/Enterprise/DatasmithCADImporter/DatasmithCADImporter.uplugin	82
DatasmithWireTranslator2022	uplugin	Engine/Plugins/Enterprise/DatasmithCADImporter/DatasmithCADImporter.uplugin	90
DatasmithWireTranslator2022_1	uplugin	Engine/Plugins/Enterprise/DatasmithCADImporter/DatasmithCADImporter.uplugin	98
DatasmithWireTranslator2022_2	uplugin	Engine/Plugins/Enterprise/DatasmithCADImporter/DatasmithCADImporter.uplugin	106
DatasmithWireTranslator2023_0	uplugin	Engine/Plugins/Enterprise/DatasmithCADImporter/DatasmithCADImporter.uplugin	114
DatasmithWireTranslator2023_1	uplugin	Engine/Plugins/Enterprise/DatasmithCADImporter/DatasmithCADImporter.uplugin	122
DecoupledOutputProvider	uplugin	Engine/Plugins/VirtualProduction/VirtualCameraCore/VirtualCameraCore.uplugin	19
DefaultInstallBundleManager	uplugin	Engine/Plugins/Experimental/DefaultInstallBundleManager/DefaultInstallBundleManager.uplugin	18
DerivedDataCache	build.cs	Engine/Source/Developer/DerivedDataCache/DerivedDataCache.Build.cs	6
DerivedDataEditor	build.cs	Engine/Source/Editor/DerivedDataEditor/DerivedDataEditor.Build.cs	5
DesktopPlatform	build.cs	Engine/Source/Developer/DesktopPlatform/DesktopPlatform.Build.cs	5
DesktopWidgets	build.cs	Engine/Source/Developer/DesktopWidgets/DesktopWidgets.Build.cs	5
DetailCustomizations	build.cs	Engine/Source/Editor/DetailCustomizations/DetailCustomizations.Build.cs	5
DeveloperSettings	build.cs	Engine/Source/Runtime/DeveloperSettings/DeveloperSettings.Build.cs	5
DeveloperToolSettings	build.cs	Engine/Source/Developer/DeveloperToolSettings/DeveloperToolSettings.Build.cs	6
DeviceManager	build.cs	Engine/Source/Developer/DeviceManager/DeviceManager.Build.cs	5
DeviceProfileEditor	build.cs	Engine/Source/Editor/DeviceProfileEditor/DeviceProfileEditor.Build.cs	5
DeviceProfileServices	build.cs	Engine/Source/Editor/DeviceProfileServices/DeviceProfileServices.Build.cs	5
DirectLink	build.cs	Engine/Source/Runtime/Datasmith/DirectLink/DirectLink.Build.cs	5
DirectLinkExtension	uplugin	Engine/Plugins/Enterprise/DatasmithImporter/DatasmithImporter.uplugin	39
DirectLinkExtensionEditor	uplugin	Engine/Plugins/Enterprise/DatasmithImporter/DatasmithImporter.uplugin	44
DirectLinkTest	uplugin	Engine/Plugins/Enterprise/DatasmithImporter/DatasmithImporter.uplugin	54
DirectML	build.cs	Engine/Source/ThirdParty/DirectML/DirectML.Build.cs	7
DirectShow	build.cs	Engine/Source/ThirdParty/DirectShow/DirectShow.Build.cs	6
DirectSound	build.cs	Engine/Source/ThirdParty/Windows/DirectSound/DirectSound.Build.cs	5
DirectX	build.cs	Engine/Source/ThirdParty/Windows/DirectX/DirectX.Build.cs	7
DirectoryWatcher	build.cs	Engine/Source/Developer/DirectoryWatcher/DirectoryWatcher.Build.cs	5
DisasterRecoveryClient	uplugin	Engine/Plugins/Developer/Concert/ConcertApp/DisasterRecoveryClient/DisasterRecoveryClient.uplugin	19
DiscoveryBeaconReceiver	uplugin	Engine/Plugins/DiscoveryBeaconReceiver/DiscoveryBeaconReceiver.uplugin	19
DisplayCluster	uplugin	Engine/Plugins/Runtime/nDisplay/nDisplay.uplugin	23
DisplayClusterColorGrading	uplugin	Engine/Plugins/Runtime/nDisplay/nDisplay.uplugin	139
DisplayClusterConfiguration	uplugin	Engine/Plugins/Runtime/nDisplay/nDisplay.uplugin	85
DisplayClusterConfigurator	uplugin	Engine/Plugins/Runtime/nDisplay/nDisplay.uplugin	103
DisplayClusterEditor	uplugin	Engine/Plugins/Runtime/nDisplay/nDisplay.uplugin	41
DisplayClusterFillDerivedDataCache	uplugin	Engine/Plugins/Runtime/nDisplay/nDisplay.uplugin	32
DisplayClusterLaunchEditor	uplugin	Engine/Plugins/Editor/DisplayClusterLaunch/DisplayClusterLaunch.uplugin	47
DisplayClusterLightCardEditor	uplugin	Engine/Plugins/Runtime/nDisplay/nDisplay.uplugin	112
DisplayClusterLightCardEditorShaders	uplugin	Engine/Plugins/Runtime/nDisplay/nDisplay.uplugin	121
DisplayClusterLightCardExtender	uplugin	Engine/Plugins/Runtime/nDisplayModularFeatures/nDisplayModularFeatures.uplugin	19
DisplayClusterMedia	uplugin	Engine/Plugins/Runtime/nDisplay/nDisplay.uplugin	165
DisplayClusterMediaEditor	uplugin	Engine/Plugins/Runtime/nDisplay/nDisplay.uplugin	174
DisplayClusterMessageInterception	uplugin	Engine/Plugins/Runtime/nDisplay/nDisplay.uplugin	77
DisplayClusterModularFeaturesEditor	uplugin	Engine/Plugins/Runtime/nDisplayModularFeatures/nDisplayModularFeatures.uplugin	24
DisplayClusterMoviePipeline	uplugin	Engine/Plugins/Runtime/nDisplay/nDisplay.uplugin	200
DisplayClusterMoviePipelineEditor	uplugin	Engine/Plugins/Runtime/nDisplay/nDisplay.uplugin	209
DisplayClusterMultiUser	uplugin	Engine/Plugins/Runtime/nDisplay/nDisplay.uplugin	183
DisplayClusterOperator	uplugin	Engine/Plugins/Runtime/nDisplay/nDisplay.uplugin	94
DisplayClusterProjection	uplugin	Engine/Plugins/Runtime/nDisplay/nDisplay.uplugin	50
DisplayClusterRemoteControlInterceptor	uplugin	Engine/Plugins/Runtime/nDisplay/nDisplay.uplugin	156
DisplayClusterReplication	uplugin	Engine/Plugins/Runtime/nDisplay/nDisplay.uplugin	236
DisplayClusterScenePreview	uplugin	Engine/Plugins/Runtime/nDisplay/nDisplay.uplugin	130
DisplayClusterShaders	uplugin	Engine/Plugins/Runtime/nDisplay/nDisplay.uplugin	68
DisplayClusterStageMonitoring	uplugin	Engine/Plugins/Runtime/nDisplay/nDisplay.uplugin	148
DisplayClusterTests	uplugin	Engine/Plugins/Runtime/nDisplay/nDisplay.uplugin	191
DisplayClusterWarp	uplugin	Engine/Plugins/Runtime/nDisplay/nDisplay.uplugin	59
DistCurveEditor	build.cs	Engine/Source/Editor/DistCurveEditor/DistCurveEditor.Build.cs	5
DistributedBuildInterface	build.cs	Engine/Source/Developer/DistributedBuildInterface/DistributedBuildInterface.build.cs	5
Documentation	build.cs	Engine/Source/Editor/Documentation/Documentation.Build.cs	5
DotNetPerforceLib	build.cs	Engine/Source/Programs/Shared/EpicGames.Perforce.Native/DotNetPerforceLib.Build.cs	8
DrawPrimitiveDebugger	build.cs	Engine/Source/Developer/DrawPrimitiveDebugger/DrawPrimitiveDebugger.Build.cs	5
DummyMeshReconstructor	uplugin	Engine/Plugins/Runtime/MeshReconstruction/DummyMeshReconstructor/DummyMeshReconstructor.uplugin	20
DumpGPUServices	uplugin	Engine/Plugins/Developer/DumpGPUServices/DumpGPUServices.uplugin	20
DynamicMaterial	uplugin	Engine/Plugins/Experimental/DynamicMaterial/DynamicMaterial.uplugin	19
DynamicMaterialEditor	uplugin	Engine/Plugins/Experimental/DynamicMaterial/DynamicMaterial.uplugin	24
DynamicMesh	uplugin	Engine/Plugins/Runtime/GeometryProcessing/GeometryProcessing.uplugin	23
EOSOverlayInputProvider	uplugin	Engine/Plugins/Online/EOSOverlayInputProvider/EOSOverlayInputProvider.uplugin	14
EOSSDK	build.cs	Engine/Source/ThirdParty/EOSSDK/EOSSDK.Build.cs	11
EOSShared	uplugin	Engine/Plugins/Online/EOSShared/EOSShared.uplugin	15
EOSVoiceChat	uplugin	Engine/Plugins/Online/VoiceChat/EOSVoiceChat/EOSVoiceChat.uplugin	15
EditorAnalyticsSession	build.cs	Engine/Source/Developer/EditorAnalyticsSession/EditorAnalyticsSession.Build.cs	5
EditorConfig	build.cs	Engine/Source/Editor/EditorConfig/EditorConfig.Build.cs	5
EditorDebugTools	uplugin	Engine/Plugins/Editor/EditorDebugTools/EditorDebugTools.uplugin	20
EditorFramework	build.cs	Engine/Source/Editor/EditorFramework/EditorFramework.Build.cs	5
EditorInteractiveToolsFramework	build.cs	Engine/Source/Editor/Experimental/EditorInteractiveToolsFramework/EditorInteractiveToolsFramework.Build.cs	5
EditorPerformanceModule	uplugin	Engine/Plugins/Editor/EditorPerformanceModule/EditorPerformanceModule.uplugin	20
EditorScriptableToolsFramework	uplugin	Engine/Plugins/Runtime/ScriptableToolsFramework/ScriptableToolsFramework.uplugin	24
EditorScriptingUtilities	uplugin	Engine/Plugins/Editor/EditorScriptingUtilities/EditorScriptingUtilities.uplugin	20
EditorSettingsViewer	build.cs	Engine/Source/Editor/EditorSettingsViewer/EditorSettingsViewer.Build.cs	5
EditorStyle	build.cs	Engine/Source/Editor/EditorStyle/EditorStyle.Build.cs	5
EditorSubsystem	build.cs	Engine/Source/Editor/EditorSubsystem/EditorSubsystem.Build.cs	5
EditorSysConfigAssistant	uplugin	Engine/Plugins/Editor/EditorSysConfigAssistant/EditorSysConfigAssistant.uplugin	20
EditorTests	uplugin	Engine/Plugins/Tests/EditorTests/EditorTests.uplugin	19
EditorTraceUtilities	uplugin	Engine/Plugins/TraceUtilities/TraceUtilities.uplugin	24
EditorWidgets	build.cs	Engine/Source/Editor/EditorWidgets/EditorWidgets.Build.cs	5
Eigen	build.cs	Engine/Source/ThirdParty/Eigen/Eigen.Build.cs	6
ElectraBase	uplugin	Engine/Plugins/Media/ElectraUtil/ElectraUtil.uplugin	19
ElectraCDM	uplugin	Engine/Plugins/Media/ElectraCDM/ElectraCDM.uplugin	19
ElectraCodecFactory	uplugin	Engine/Plugins/Media/ElectraCodecs/ElectraCodecs.uplugin	26
ElectraDecoders	uplugin	Engine/Plugins/Media/ElectraCodecs/ElectraCodecs.uplugin	19
ElectraHTTPStream	uplugin	Engine/Plugins/Media/ElectraUtil/ElectraUtil.uplugin	33
ElectraPlayerFactory	uplugin	Engine/Plugins/Media/ElectraPlayer/ElectraPlayer.uplugin	39
ElectraPlayerPlugin	uplugin	Engine/Plugins/Media/ElectraPlayer/ElectraPlayer.uplugin	32
ElectraPlayerPluginHandler	uplugin	Engine/Plugins/Media/ElectraPlayer/ElectraPlayer.uplugin	19
ElectraPlayerRuntime	uplugin	Engine/Plugins/Media/ElectraPlayer/ElectraPlayer.uplugin	25
ElectraSamples	uplugin	Engine/Plugins/Media/ElectraUtil/ElectraUtil.uplugin	26
ElectraSubtitles	uplugin	Engine/Plugins/Media/ElectraSubtitles/ElectraSubtitles.uplugin	19
Embree3	build.cs	Engine/Source/ThirdParty/Intel/Embree/Embree3.Build.cs	7
EncoderAMF	uplugin	Engine/Plugins/Media/HardwareEncoders/HardwareEncoders.uplugin	16
EncoderNVENC	uplugin	Engine/Plugins/Media/HardwareEncoders/HardwareEncoders.uplugin	22
EncryptionHandlerComponent	build.cs	Engine/Source/Runtime/PacketHandlers/EncryptionComponents/EncryptionHandlerComponent/EncryptionHandlerComponent.Build.cs	6
Engine	build.cs	Engine/Source/Runtime/Engine/Engine.Build.cs	6
EngineAssetDefinitions	uplugin	Engine/Plugins/Editor/EngineAssetDefinitions/EngineAssetDefinitions.uplugin	20
EngineMessages	build.cs	Engine/Source/Runtime/EngineMessages/EngineMessages.Build.cs	5
EngineSettings	build.cs	Engine/Source/Runtime/EngineSettings/EngineSettings.Build.cs	5
EnhancedInput	uplugin	Engine/Plugins/EnhancedInput/EnhancedInput.uplugin	19
EnvironmentLightingViewer	build.cs	Engine/Source/Editor/EnvironmentLightingViewer/EnvironmentLightingViewer.Build.cs	5
EnvironmentQueryEditor	uplugin	Engine/Plugins/AI/EnvironmentQueryEditor/EnvironmentQueryEditor.uplugin	19
EpicStageApp	uplugin	Engine/Plugins/VirtualProduction/EpicStageApp/EpicStageApp.uplugin	19
EventLoop	build.cs	Engine/Source/Runtime/Online/Experimental/EventLoop/EventLoop.Build.cs	5
EventLoopUnitTests	build.cs	Engine/Source/Runtime/Online/Experimental/EventLoopTests/EventLoopUnitTests.Build.cs	4
ExampleCharacterFXEditor	uplugin	Engine/Plugins/Experimental/CharacterFXEditor/ExampleCharacterFXEditor/ExampleCharacterFXEditor.uplugin	18
ExampleCustomDataInterface	uplugin	Engine/Plugins/FX/ExampleCustomDataInterface/ExampleCustomDataInterface.uplugin	19
ExampleDeviceProfileSelector	uplugin	Engine/Plugins/Runtime/ExampleDeviceProfileSelector/ExampleDeviceProfileSelector.uplugin	20
Expat	build.cs	Engine/Source/ThirdParty/Expat/Expat.Build.cs	7
ExrReaderGpu	uplugin	Engine/Plugins/Media/ImgMedia/ImgMedia.uplugin	51
ExternalImagePicker	build.cs	Engine/Source/Developer/ExternalImagePicker/ExternalImagePicker.Build.cs	5
ExternalRpcRegistry	build.cs	Engine/Source/Runtime/ExternalRPCRegistry/ExternalRpcRegistry.Build.cs	5
ExternalSource	uplugin	Engine/Plugins/Enterprise/DatasmithImporter/DatasmithImporter.uplugin	49
EyeTracker	build.cs	Engine/Source/Runtime/EyeTracker/EyeTracker.Build.cs	5
FBX	build.cs	Engine/Source/ThirdParty/FBX/FBX.Build.cs	6
Fab	uplugin	Engine/Plugins/Fab/Fab.uplugin	18
Facebook	build.cs	Engine/Source/ThirdParty/Facebook/Facebook.Build.cs	6
FacialAnimation	uplugin	Engine/Plugins/Editor/FacialAnimation/FacialAnimation.uplugin	20
FacialAnimationEditor	uplugin	Engine/Plugins/Editor/FacialAnimation/FacialAnimation.uplugin	25
FastBuildController	uplugin	Engine/Plugins/FastBuildController/FastBuildController.uplugin	21
FbxAutomationTestBuilder	uplugin	Engine/Plugins/Tests/FbxAutomationTestBuilder/FbxAutomationTestBuilder.uplugin	19
FieldNotification	build.cs	Engine/Source/Runtime/FieldNotification/FieldNotification.Build.cs	5
FieldSystemEditor	uplugin	Engine/Plugins/Experimental/FieldSystemPlugin/FieldSystemPlugin.uplugin	19
FieldSystemEngine	build.cs	Engine/Source/Runtime/Experimental/FieldSystem/Source/FieldSystemEngine/FieldSystemEngine.Build.cs	5
FileLogging	uplugin	Engine/Plugins/Runtime/Analytics/FileLogging/FileLogging.uplugin	20
FileUtilities	build.cs	Engine/Source/Developer/FileUtilities/FileUtilities.Build.cs	5
Firebase	uplugin	Engine/Plugins/Runtime/Firebase/Firebase.uplugin	18
FloatingProperties	uplugin	Engine/Plugins/Experimental/FloatingProperties/FloatingProperties.uplugin	19
FlurryEditor	uplugin	Engine/Plugins/Runtime/Analytics/Flurry/Flurry.uplugin	20
Foliage	build.cs	Engine/Source/Runtime/Foliage/Foliage.Build.cs	5
FoliageEdit	build.cs	Engine/Source/Editor/FoliageEdit/FoliageEdit.build.cs	5
FoliageSupport	uplugin	Engine/Plugins/VirtualProduction/LevelSnapshots/LevelSnapshots.uplugin	35
FontEditor	build.cs	Engine/Source/Editor/FontEditor/FontEditor.Build.cs	5
ForsythTriOptimizer	build.cs	Engine/Source/ThirdParty/ForsythTriOO/ForsythTriOptimizer.Build.cs	5
FractureEditor	uplugin	Engine/Plugins/Experimental/ChaosEditor/ChaosEditor.uplugin	19
FractureEngine	uplugin	Engine/Plugins/Experimental/Fracture/Fracture.uplugin	19
FreeImage	build.cs	Engine/Source/ThirdParty/FreeImage/FreeImage.Build.cs	5
FreeType2	build.cs	Engine/Source/ThirdParty/FreeType2/FreeType2.Build.cs	7
FriendsAndChat	build.cs	Engine/Source/Runtime/FriendsAndChat/FriendsAndChat.Build.cs	5
FullBodyIK	uplugin	Engine/Plugins/Experimental/FullBodyIK/FullBodyIK.uplugin	25
FunctionalTesting	build.cs	Engine/Source/Developer/FunctionalTesting/FunctionalTesting.Build.cs	5
FunctionalTestingEditor	uplugin	Engine/Plugins/Tests/FunctionalTestingEditor/FunctionalTestingEditor.uplugin	19
GLTFCore	uplugin	Engine/Plugins/Interchange/Runtime/Interchange.uplugin	25
GLTFExporter	uplugin	Engine/Plugins/Enterprise/GLTFExporter/GLTFExporter.uplugin	16
GPUDirect	build.cs	Engine/Source/ThirdParty/NVIDIA/GPUDirect/GPUDirect.Build.cs	5
GPULightmass	uplugin	Engine/Plugins/Experimental/GPULightmass/GPULightmass.uplugin	20
GPULightmassEditor	uplugin	Engine/Plugins/Experimental/GPULightmass/GPULightmass.uplugin	28
GPUTextureTransfer	uplugin	Engine/Plugins/Media/MediaIOFramework/MediaIOFramework.uplugin	28
GameFeatures	uplugin	Engine/Plugins/Runtime/GameFeatures/GameFeatures.uplugin	19
GameFeaturesEditor	uplugin	Engine/Plugins/Runtime/GameFeatures/GameFeatures.uplugin	24
GameInputBase	uplugin	Engine/Plugins/Runtime/GameInput/GameInput.uplugin	18
GameInputBaseEditor	uplugin	Engine/Plugins/Runtime/GameInput/GameInput.uplugin	25
GameInputWindows	uplugin	Engine/Plugins/Experimental/GameInputWindows/GameInputWindows.uplugin	20
GameMenuBuilder	build.cs	Engine/Source/Runtime/GameMenuBuilder/GameMenuBuilder.Build.cs	5
GameProjectGeneration	build.cs	Engine/Source/Editor/GameProjectGeneration/GameProjectGeneration.Build.cs	5
GameplayAbilities	uplugin	Engine/Plugins/Runtime/GameplayAbilities/GameplayAbilities.uplugin	20
GameplayAbilitiesEditor	uplugin	Engine/Plugins/Runtime/GameplayAbilities/GameplayAbilities.uplugin	25
GameplayBehaviorSmartObjectsModule	uplugin	Engine/Plugins/Runtime/GameplayBehaviorSmartObjects/GameplayBehaviorSmartObjects.uplugin	19
GameplayBehaviorsEditorModule	uplugin	Engine/Plugins/Experimental/GameplayBehaviors/GameplayBehaviors.uplugin	29
GameplayBehaviorsModule	uplugin	Engine/Plugins/Experimental/GameplayBehaviors/GameplayBehaviors.uplugin	19
GameplayCameras	uplugin	Engine/Plugins/Cameras/GameplayCameras/GameplayCameras.uplugin	27
GameplayCamerasEditor	uplugin	Engine/Plugins/Cameras/GameplayCameras/GameplayCameras.uplugin	32
GameplayDebugger	build.cs	Engine/Source/Runtime/GameplayDebugger/GameplayDebugger.Build.cs	5
GameplayDebuggerEditor	build.cs	Engine/Source/Editor/GameplayDebugger/GameplayDebuggerEditor.Build.cs	5
GameplayGraph	uplugin	Engine/Plugins/Experimental/GameplayGraph/GameplayGraph.uplugin	21
GameplayInsights	uplugin	Engine/Plugins/Animation/GameplayInsights/GameplayInsights.uplugin	20
GameplayInsightsEditor	uplugin	Engine/Plugins/Animation/GameplayInsights/GameplayInsights.uplugin	28
GameplayInteractionsModule	uplugin	Engine/Plugins/Runtime/GameplayInteractions/GameplayInteractions.uplugin	20
GameplayMediaEncoder	build.cs	Engine/Source/Runtime/GameplayMediaEncoder/GameplayMediaEncoder.Build.cs	7
GameplayStateTreeModule	uplugin	Engine/Plugins/Runtime/GameplayStateTree/GameplayStateTree.uplugin	19
GameplayTags	build.cs	Engine/Source/Runtime/GameplayTags/GameplayTags.Build.cs	5
GameplayTagsEditor	uplugin	Engine/Plugins/Editor/GameplayTagsEditor/GameplayTagsEditor.uplugin	20
GameplayTasks	build.cs	Engine/Source/Runtime/GameplayTasks/GameplayTasks.Build.cs	5
GameplayTasksEditor	build.cs	Engine/Source/Editor/GameplayTasksEditor/GameplayTasksEditor.Build.cs	5
Gauntlet	uplugin	Engine/Plugins/Experimental/Gauntlet/Gauntlet.uplugin	19
GeForceNOW	build.cs	Engine/Source/ThirdParty/NVIDIA/GeForceNOW/GeForceNOW.Build.cs	5
GeForceNOWWrapper	uplugin	Engine/Plugins/Runtime/Nvidia/GeForceNOWWrapper/GeForceNOWWrapper.uplugin	15
GeoReferencing	uplugin	Engine/Plugins/Runtime/GeoReferencing/GeoReferencing.uplugin	19
GeoReferencingEditor	uplugin	Engine/Plugins/Runtime/GeoReferencing/GeoReferencing.uplugin	31
GeometryAlgorithms	uplugin	Engine/Plugins/Runtime/GeometryProcessing/GeometryProcessing.uplugin	18
GeometryCache	uplugin	Engine/Plugins/Runtime/GeometryCache/GeometryCache.uplugin	53
GeometryCacheAbcFile	uplugin	Engine/Plugins/Experimental/GeometryCacheAbcFile/GeometryCacheAbcFile.uplugin	19
GeometryCacheEd	uplugin	Engine/Plugins/Runtime/GeometryCache/GeometryCache.uplugin	25
GeometryCacheSequencer	uplugin	Engine/Plugins/Runtime/GeometryCache/GeometryCache.uplugin	34
GeometryCacheStreamer	uplugin	Engine/Plugins/Runtime/GeometryCache/GeometryCache.uplugin	43
GeometryCacheTracks	uplugin	Engine/Plugins/Runtime/GeometryCache/GeometryCache.uplugin	58
GeometryCacheUSD	uplugin	Engine/Plugins/Importers/USDImporter/USDImporter.uplugin	96
GeometryCollectionEditor	uplugin	Engine/Plugins/Experimental/GeometryCollectionPlugin/GeometryCollectionPlugin.uplugin	19
GeometryCollectionEngine	build.cs	Engine/Source/Runtime/Experimental/GeometryCollectionEngine/GeometryCollectionEngine.Build.cs	5
GeometryCollectionNodes	uplugin	Engine/Plugins/Experimental/GeometryCollectionPlugin/GeometryCollectionPlugin.uplugin	34
GeometryCollectionSequencer	uplugin	Engine/Plugins/Experimental/GeometryCollectionPlugin/GeometryCollectionPlugin.uplugin	29
GeometryCollectionTracks	uplugin	Engine/Plugins/Experimental/GeometryCollectionPlugin/GeometryCollectionPlugin.uplugin	24
GeometryCore	build.cs	Engine/Source/Runtime/GeometryCore/GeometryCore.Build.cs	5
GeometryFlowCore	uplugin	Engine/Plugins/Experimental/GeometryFlow/GeometryFlow.uplugin	19
GeometryFlowMeshProcessing	uplugin	Engine/Plugins/Experimental/GeometryFlow/GeometryFlow.uplugin	24
GeometryFlowMeshProcessingEditor	uplugin	Engine/Plugins/Experimental/GeometryFlow/GeometryFlow.uplugin	29
GeometryFramework	build.cs	Engine/Source/Runtime/GeometryFramework/GeometryFramework.Build.cs	5
GeometryMask	uplugin	Engine/Plugins/Experimental/GeometryMask/GeometryMask.uplugin	18
GeometryMaskEditor	uplugin	Engine/Plugins/Experimental/GeometryMask/GeometryMask.uplugin	23
GeometryMode	uplugin	Engine/Plugins/Editor/GeometryMode/GeometryMode.uplugin	19
GeometryProcessingAdapters	uplugin	Engine/Plugins/Experimental/MeshModelingToolsetExp/MeshModelingToolsetExp.uplugin	29
GeometryProcessingInterfaces	build.cs	Engine/Source/Developer/GeometryProcessingInterfaces/GeometryProcessingInterfaces.Build.cs	6
GeometryScriptingCore	uplugin	Engine/Plugins/Runtime/GeometryScripting/GeometryScripting.uplugin	19
GeometryScriptingEditor	uplugin	Engine/Plugins/Runtime/GeometryScripting/GeometryScripting.uplugin	24
GitSourceControl	uplugin	Engine/Plugins/Developer/GitSourceControl/GitSourceControl.uplugin	20
GizmoEdMode	uplugin	Engine/Plugins/Experimental/GizmoEdMode/GizmoEdMode.uplugin	19
GizmoSettings	uplugin	Engine/Plugins/Experimental/GizmoFramework/GizmoFramework.uplugin	19
GoogleARCoreBase	uplugin	Engine/Plugins/Runtime/AR/Google/GoogleARCore/GoogleARCore.uplugin	20
GoogleARCoreRendering	uplugin	Engine/Plugins/Runtime/AR/Google/GoogleARCore/GoogleARCore.uplugin	25
GoogleARCoreSDK	build.cs	Engine/Source/ThirdParty/GoogleARCore/GoogleARCoreSDK.build.cs	6
GoogleARCoreServices	uplugin	Engine/Plugins/Runtime/AR/Google/GoogleARCoreServices/GoogleARCoreServices.uplugin	17
GoogleCloudMessaging	uplugin	Engine/Plugins/Runtime/GoogleCloudMessaging/GoogleCloudMessaging.uplugin	14
GoogleGameSDK	build.cs	Engine/Source/ThirdParty/GoogleGameSDK/GoogleGameSDK.Build.cs	7
GoogleOboe	build.cs	Engine/Source/ThirdParty/GoogleOboe/GoogleOboe.Build.cs	6
GooglePAD	uplugin	Engine/Plugins/Runtime/GooglePAD/GooglePAD.uplugin	20
GooglePADEditor	uplugin	Engine/Plugins/Runtime/GooglePAD/GooglePAD.uplugin	26
GoogleTest	build.cs	Engine/Source/ThirdParty/GoogleTest/GoogleTest.Build.cs	6
GraphColor	build.cs	Engine/Source/Developer/GraphColor/GraphColor.Build.cs	5
GraphEditor	build.cs	Engine/Source/Editor/GraphEditor/GraphEditor.Build.cs	5
HAPDecoderElectra	uplugin	Engine/Plugins/Media/HAPDecoderElectra/HAPDecoderElectra.uplugin	17
HAPLib	build.cs	Engine/Source/ThirdParty/HAPMedia/HAPLib/HAPLib.Build.cs	6
HAPMedia	uplugin	Engine/Plugins/Media/HAPMedia/HAPMedia.uplugin	17
HDRIBackdrop	uplugin	Engine/Plugins/Runtime/HDRIBackdrop/HDRIBackdrop.uplugin	19
HLSLCC	build.cs	Engine/Source/ThirdParty/hlslcc/HLSLCC.Build.cs	5
HPMotionController	uplugin	Engine/Plugins/Runtime/HPMotionController/HPMotionController.uplugin	22
HTNPlanner	uplugin	Engine/Plugins/AI/HTNPlanner/HTNPlanner.uplugin	20
HTNTestSuite	uplugin	Engine/Plugins/AI/HTNPlanner/HTNPlanner.uplugin	25
HTTP	build.cs	Engine/Source/Runtime/Online/HTTP/HTTP.Build.cs	5
HTTPChunkInstaller	uplugin	Engine/Plugins/Runtime/HTTPChunkInstaller/HTTPChunkInstaller.uplugin	15
HTTPServer	build.cs	Engine/Source/Runtime/Online/HTTPServer/HttpServer.Build.cs	5
HWCPipe	build.cs	Engine/Source/ThirdParty/HWCPipe/HWCPipe.Build.cs	6
HairCardGeneratorEditor	uplugin	Engine/Plugins/Experimental/HairCardGenerator/HairCardGenerator.uplugin	20
HairCardGeneratorFramework	uplugin	Engine/Plugins/Runtime/HairStrands/HairStrands.uplugin	43
HairModelingToolset	uplugin	Engine/Plugins/Experimental/HairModelingToolset/HairModelingToolset.uplugin	19
